IDENTITAS,UMUR,JENIS_KELAMIN,PENGALAMAN_MENGEMUDI,PENDIDIKAN,PENGHASILAN,SKOR_KREDIT,PEMILIK_KENDARAAN,TAHUN_PRODUKSI,STATUS,ANAK,KODE_POS,KM_PER_TAHUN,JENIS_KENDARAAN,TILANG_NGEBUT,TILANG_MABUK,KECELAKAAN_SEBELUMNYA,KLAIM
952819,antara 40-65 tahun,laki-laki,antara 10-20 tahun,tidak ada,antara 2-3x UMR,0.4035794336161504,ya,setelah 2020,menikah,ada,10238,,keluarga,3,0,1,tidak
993421,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 1-2x UMR,0.2681872451082304,ya,sebelum 2020,belum menikah,ada,10238,9000.0,keluarga,1,1,4,tidak
86139,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,SMA,lebih dari 3x UMR,0.5082979278654464,ya,sebelum 2020,menikah,ada,92101,11000.0,keluarga,0,0,0,ya
224037,lebih dari 65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.6569945322053279,ya,setelah 2020,belum menikah,ada,32765,10000.0,keluarga,5,2,1,tidak
752334,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,universitas,antara 1-2x UMR,0.4642450581939386,tidak,sebelum 2020,menikah,tidak ada,10238,14000.0,keluarga,0,0,0,ya
728501,lebih dari 65 tahun,laki-laki,antara 20-30 tahun,tidak ada,lebih dari 3x UMR,0.6396124963599015,ya,sebelum 2020,belum menikah,ada,32765,13000.0,keluarga,3,1,3,tidak
965368,lebih dari 65 tahun,perempuan,antara 10-20 tahun,tidak ada,lebih dari 3x UMR,0.7109210375414182,ya,setelah 2020,menikah,ada,10238,11000.0,keluarga,0,0,3,tidak
845873,lebih dari 65 tahun,perempuan,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.7033636214554146,ya,setelah 2020,belum menikah,ada,10238,10000.0,keluarga,1,0,0,tidak
634428,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.25244026019421,tidak,setelah 2020,menikah,tidak ada,10238,14000.0,keluarga,0,0,0,ya
796413,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,,ya,setelah 2020,belum menikah,ada,92101,10000.0,keluarga,0,0,0,ya
224498,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.4580679123278471,tidak,sebelum 2020,belum menikah,tidak ada,10238,17000.0,keluarga,0,0,0,ya
970143,lebih dari 65 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.6603034733296376,ya,setelah 2020,menikah,ada,10238,,keluarga,0,0,0,tidak
813305,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 2-3x UMR,0.5449762448529542,tidak,sebelum 2020,menikah,tidak ada,10238,12000.0,keluarga,0,0,1,ya
311442,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.5625408006602023,tidak,setelah 2020,menikah,ada,10238,13000.0,keluarga,0,0,0,ya
959979,lebih dari 65 tahun,perempuan,kurang dari 10 tahun,SMA,lebih dari 3x UMR,0.4323797470165003,ya,setelah 2020,belum menikah,tidak ada,10238,,keluarga,0,0,0,ya
631430,antara 25-40 tahun,perempuan,antara 10-20 tahun,tidak ada,antara 2-3x UMR,0.4650176410950612,ya,setelah 2020,belum menikah,tidak ada,32765,,keluarga,1,0,0,tidak
823223,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,universitas,antara 2-3x UMR,0.6655507979109212,tidak,sebelum 2020,menikah,tidak ada,32765,6000.0,keluarga,0,0,0,ya
595493,antara 40-65 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.5910270591496051,ya,setelah 2020,menikah,ada,10238,9000.0,keluarga,0,0,0,tidak
47896,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.5416544222018453,ya,sebelum 2020,belum menikah,ada,10238,15000.0,keluarga,0,0,0,ya
133368,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,,ya,setelah 2020,menikah,ada,10238,12000.0,keluarga,1,0,1,tidak
384342,lebih dari 65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.512923620015934,ya,sebelum 2020,menikah,ada,32765,6000.0,keluarga,6,0,0,tidak
878076,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.2988157227487647,tidak,sebelum 2020,menikah,ada,10238,11000.0,keluarga,0,0,0,ya
343971,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.6254673939107617,ya,setelah 2020,menikah,ada,92101,9000.0,keluarga,4,0,2,tidak
971841,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.5602501519114655,ya,setelah 2020,menikah,ada,10238,15000.0,keluarga,1,0,1,tidak
305028,lebih dari 65 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.5822057363830183,ya,setelah 2020,menikah,ada,10238,13000.0,keluarga,0,0,3,tidak
775336,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.3155345576766409,tidak,sebelum 2020,belum menikah,tidak ada,10238,12000.0,keluarga,0,0,0,ya
147805,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,SMA,kurang dari UMR,0.2672718699014508,tidak,sebelum 2020,belum menikah,ada,10238,8000.0,keluarga,0,0,0,ya
912569,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.5098028385370175,ya,sebelum 2020,menikah,ada,32765,11000.0,keluarga,2,0,1,tidak
627852,lebih dari 65 tahun,laki-laki,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.5836716698036587,ya,setelah 2020,menikah,ada,10238,13000.0,keluarga,2,0,2,tidak
892650,lebih dari 65 tahun,laki-laki,antara 10-20 tahun,SMA,antara 1-2x UMR,0.2222805271146608,tidak,setelah 2020,belum menikah,ada,10238,16000.0,keluarga,1,0,0,tidak
381711,antara 25-40 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.5185065699921058,ya,setelah 2020,belum menikah,tidak ada,32765,12000.0,keluarga,0,0,0,tidak
854406,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.708576850672757,ya,setelah 2020,belum menikah,ada,10238,12000.0,keluarga,3,0,6,tidak
92951,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,,tidak,sebelum 2020,belum menikah,ada,10238,16000.0,keluarga,0,0,0,ya
219625,lebih dari 65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.4807566449040954,ya,sebelum 2020,menikah,ada,10238,10000.0,keluarga,4,0,3,tidak
321057,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.5720389751390466,ya,sebelum 2020,menikah,ada,32765,7000.0,keluarga,13,0,1,tidak
27809,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.7011064219380432,ya,sebelum 2020,belum menikah,tidak ada,10238,16000.0,keluarga,0,0,2,ya
937771,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.5411583382830242,ya,setelah 2020,belum menikah,ada,10238,10000.0,keluarga,1,0,2,tidak
242782,lebih dari 65 tahun,laki-laki,kurang dari 10 tahun,SMA,lebih dari 3x UMR,0.6862062120756587,ya,setelah 2020,menikah,ada,10238,7000.0,keluarga,0,0,0,tidak
547164,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.4945546402758661,ya,setelah 2020,belum menikah,tidak ada,32765,13000.0,keluarga,2,1,0,tidak
695059,antara 40-65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.3835885249830328,ya,sebelum 2020,belum menikah,ada,32765,6000.0,keluarga,7,1,1,tidak
832759,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.3169037155529278,tidak,sebelum 2020,belum menikah,ada,10238,15000.0,keluarga,0,0,0,ya
71485,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.4461151066196652,tidak,sebelum 2020,menikah,tidak ada,10238,9000.0,keluarga,0,0,0,tidak
124660,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,antara 1-2x UMR,0.4255194543062147,tidak,sebelum 2020,belum menikah,ada,10238,14000.0,keluarga,0,0,0,ya
207087,lebih dari 65 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.6375637817816244,ya,sebelum 2020,menikah,ada,10238,,keluarga,0,0,0,tidak
315430,antara 40-65 tahun,perempuan,kurang dari 10 tahun,tidak ada,antara 1-2x UMR,0.4705707177894082,ya,sebelum 2020,belum menikah,ada,10238,12000.0,keluarga,0,0,0,tidak
40864,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.5356041396005512,ya,sebelum 2020,menikah,tidak ada,32765,8000.0,keluarga,0,0,0,ya
41497,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,universitas,antara 1-2x UMR,0.5432601158286279,tidak,sebelum 2020,belum menikah,ada,10238,10000.0,keluarga,0,0,0,ya
377739,lebih dari 65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.7017103211541736,ya,sebelum 2020,menikah,ada,32765,8000.0,keluarga,9,1,3,tidak
236599,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 2-3x UMR,0.5897009791045345,ya,sebelum 2020,menikah,ada,10238,10000.0,keluarga,0,0,3,tidak
839497,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,SMA,kurang dari UMR,0.4884787069775134,ya,sebelum 2020,belum menikah,tidak ada,10238,14000.0,keluarga,0,0,0,ya
863474,antara 40-65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.7133739757784759,tidak,sebelum 2020,belum menikah,tidak ada,10238,10000.0,keluarga,4,0,1,tidak
826015,lebih dari 65 tahun,laki-laki,kurang dari 10 tahun,SMA,lebih dari 3x UMR,0.6982102496436058,ya,setelah 2020,menikah,ada,10238,14000.0,keluarga,0,0,0,tidak
403691,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,antara 2-3x UMR,0.4744787874496229,ya,sebelum 2020,menikah,ada,10238,15000.0,keluarga,1,0,0,tidak
806638,antara 25-40 tahun,perempuan,antara 10-20 tahun,tidak ada,antara 2-3x UMR,0.5921887867818202,ya,setelah 2020,belum menikah,tidak ada,10238,15000.0,keluarga,0,0,0,tidak
953868,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.731143593597601,ya,sebelum 2020,menikah,tidak ada,10238,10000.0,keluarga,4,1,3,tidak
374528,lebih dari 65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,,ya,sebelum 2020,menikah,ada,10238,10000.0,keluarga,0,1,1,tidak
513085,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,universitas,antara 2-3x UMR,0.4865702753124045,ya,sebelum 2020,belum menikah,ada,10238,12000.0,keluarga,0,0,0,ya
23638,antara 40-65 tahun,perempuan,antara 10-20 tahun,tidak ada,antara 1-2x UMR,,ya,sebelum 2020,menikah,ada,21217,14000.0,sport,0,0,2,ya
342282,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,universitas,antara 1-2x UMR,0.471124315994713,tidak,sebelum 2020,belum menikah,ada,10238,,keluarga,0,0,0,ya
685698,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,,ya,setelah 2020,menikah,tidak ada,32765,7000.0,keluarga,6,0,1,ya
311662,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.2730959922696246,tidak,sebelum 2020,belum menikah,ada,10238,14000.0,keluarga,0,0,0,ya
61471,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,antara 1-2x UMR,0.3907774641073533,ya,sebelum 2020,belum menikah,ada,10238,10000.0,keluarga,0,0,0,ya
10486,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.5731585837938462,tidak,setelah 2020,menikah,ada,32765,9000.0,keluarga,9,0,3,tidak
674205,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.4209013627520005,tidak,setelah 2020,belum menikah,ada,32765,8000.0,keluarga,0,0,0,tidak
631816,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,antara 2-3x UMR,0.6706576625870653,ya,setelah 2020,menikah,ada,32765,10000.0,keluarga,2,0,2,tidak
902936,lebih dari 65 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.7672585842304487,ya,setelah 2020,menikah,ada,10238,12000.0,keluarga,0,0,0,tidak
905027,lebih dari 65 tahun,laki-laki,antara 10-20 tahun,SMA,antara 2-3x UMR,0.4564119861529349,ya,sebelum 2020,menikah,tidak ada,10238,12000.0,keluarga,0,1,2,tidak
833749,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.6100130831768541,ya,setelah 2020,belum menikah,ada,10238,14000.0,keluarga,4,1,2,tidak
544845,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.4756558061235115,tidak,sebelum 2020,belum menikah,ada,32765,,keluarga,0,0,0,ya
311880,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.3357969699282221,tidak,sebelum 2020,belum menikah,tidak ada,32765,,keluarga,0,0,0,ya
135577,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,0.5266138203612011,ya,setelah 2020,belum menikah,tidak ada,32765,13000.0,keluarga,2,1,1,tidak
726987,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.6133628265829758,ya,setelah 2020,menikah,ada,10238,11000.0,keluarga,5,1,3,tidak
872748,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.5085456984605072,ya,setelah 2020,menikah,ada,10238,10000.0,keluarga,0,0,0,ya
756603,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,kurang dari UMR,0.3837809456894412,tidak,sebelum 2020,belum menikah,ada,10238,16000.0,keluarga,0,0,0,ya
740156,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.4639093320448193,ya,setelah 2020,belum menikah,tidak ada,32765,,keluarga,0,0,0,tidak
99647,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.3183171447890638,tidak,sebelum 2020,belum menikah,tidak ada,10238,15000.0,keluarga,0,0,0,tidak
848222,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.6247420724305428,ya,sebelum 2020,menikah,ada,10238,11000.0,keluarga,5,0,5,tidak
507419,antara 25-40 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.4089763414208628,ya,setelah 2020,belum menikah,tidak ada,10238,13000.0,sport,0,0,0,tidak
823526,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,SMA,antara 2-3x UMR,0.4779626125416225,ya,sebelum 2020,menikah,ada,10238,10000.0,keluarga,7,0,5,tidak
841430,antara 40-65 tahun,perempuan,antara 20-30 tahun,tidak ada,antara 2-3x UMR,0.5113500653183151,tidak,sebelum 2020,menikah,ada,10238,11000.0,keluarga,1,0,2,tidak
960933,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.7802098585527684,ya,setelah 2020,menikah,ada,32765,9000.0,keluarga,6,1,3,tidak
376004,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 1-2x UMR,,ya,sebelum 2020,belum menikah,ada,10238,9000.0,keluarga,0,0,0,tidak
551195,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.7012927943446796,ya,sebelum 2020,belum menikah,tidak ada,10238,15000.0,keluarga,3,0,2,tidak
18890,antara 40-65 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.714968018770484,ya,sebelum 2020,belum menikah,ada,10238,15000.0,keluarga,0,0,1,tidak
259179,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.608518437261795,ya,sebelum 2020,menikah,ada,10238,8000.0,keluarga,3,0,1,tidak
5306,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,universitas,antara 2-3x UMR,0.4950597535122331,tidak,sebelum 2020,menikah,ada,10238,,keluarga,0,0,0,ya
768784,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.6751971538113963,ya,sebelum 2020,belum menikah,ada,10238,10000.0,sport,2,0,2,tidak
184971,antara 40-65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.7051030113696413,ya,sebelum 2020,belum menikah,tidak ada,10238,12000.0,keluarga,0,0,2,tidak
17816,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,antara 2-3x UMR,0.4766142689481032,ya,sebelum 2020,belum menikah,ada,10238,,keluarga,0,0,1,tidak
475210,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.3190279628767566,tidak,sebelum 2020,belum menikah,ada,10238,,keluarga,0,0,0,ya
741721,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,antara 1-2x UMR,0.328418073012308,ya,setelah 2020,belum menikah,ada,10238,12000.0,keluarga,0,0,0,tidak
184176,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,kurang dari UMR,0.3449776885977702,tidak,sebelum 2020,belum menikah,tidak ada,10238,18000.0,keluarga,1,0,1,tidak
118620,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,,ya,sebelum 2020,menikah,ada,32765,9000.0,keluarga,3,0,0,ya
551808,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 2-3x UMR,,ya,sebelum 2020,belum menikah,tidak ada,10238,16000.0,keluarga,0,0,0,tidak
679272,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,tidak ada,antara 1-2x UMR,0.3743936063114605,tidak,sebelum 2020,belum menikah,tidak ada,32765,11000.0,keluarga,0,0,0,ya
401740,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.6917153580916104,ya,sebelum 2020,menikah,ada,10238,13000.0,keluarga,0,0,0,tidak
9289,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.6338175350480558,ya,sebelum 2020,menikah,ada,10238,7000.0,keluarga,0,0,0,ya
134351,lebih dari 65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.5306257372859773,tidak,setelah 2020,belum menikah,ada,92101,14000.0,keluarga,3,0,0,tidak
670374,lebih dari 65 tahun,laki-laki,kurang dari 10 tahun,SMA,lebih dari 3x UMR,0.4255919544188486,ya,setelah 2020,menikah,ada,32765,10000.0,keluarga,0,0,0,ya
247819,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.3106877761171272,tidak,setelah 2020,belum menikah,tidak ada,10238,13000.0,keluarga,0,0,0,tidak
72351,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.6678303790199109,ya,setelah 2020,menikah,ada,32765,6000.0,keluarga,11,0,3,tidak
140258,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.5782552015622614,ya,sebelum 2020,menikah,ada,10238,11000.0,keluarga,0,0,0,ya
60609,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.6068207924340454,ya,sebelum 2020,menikah,ada,32765,,keluarga,5,0,0,ya
163684,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,antara 2-3x UMR,0.5962146153227567,ya,sebelum 2020,menikah,ada,10238,14000.0,keluarga,0,0,0,tidak
454863,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.6497793515077945,tidak,setelah 2020,menikah,ada,32765,9000.0,keluarga,1,1,2,tidak
533249,antara 40-65 tahun,perempuan,antara 10-20 tahun,SMA,antara 2-3x UMR,0.5101622025093533,ya,setelah 2020,menikah,tidak ada,32765,7000.0,keluarga,0,0,1,tidak
874998,lebih dari 65 tahun,laki-laki,antara 10-20 tahun,tidak ada,lebih dari 3x UMR,0.6436708526397987,ya,setelah 2020,menikah,ada,10238,,keluarga,1,1,1,tidak
666386,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.6405034643072922,ya,setelah 2020,menikah,ada,10238,,keluarga,4,0,1,tidak
403182,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 2-3x UMR,0.4905299977484185,ya,sebelum 2020,belum menikah,tidak ada,10238,12000.0,keluarga,3,0,2,tidak
650235,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,antara 2-3x UMR,0.5428523404936632,ya,setelah 2020,belum menikah,ada,10238,12000.0,keluarga,1,0,2,tidak
596282,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.699425311422729,ya,sebelum 2020,menikah,ada,10238,11000.0,keluarga,2,0,2,tidak
558054,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.7506033319372304,ya,sebelum 2020,menikah,ada,10238,10000.0,keluarga,3,1,4,tidak
412162,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,antara 1-2x UMR,0.4077076280539558,tidak,sebelum 2020,menikah,ada,10238,,keluarga,0,0,0,tidak
538163,lebih dari 65 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.4096811698714886,ya,sebelum 2020,menikah,ada,10238,9000.0,keluarga,0,0,0,ya
991473,antara 40-65 tahun,perempuan,antara 10-20 tahun,tidak ada,lebih dari 3x UMR,,tidak,setelah 2020,belum menikah,ada,10238,14000.0,keluarga,0,0,0,tidak
26402,antara 25-40 tahun,perempuan,antara 10-20 tahun,tidak ada,kurang dari UMR,0.5131402566228752,tidak,sebelum 2020,belum menikah,ada,10238,11000.0,keluarga,2,0,1,tidak
157813,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,universitas,kurang dari UMR,0.457857964989568,ya,sebelum 2020,belum menikah,tidak ada,10238,14000.0,sport,0,0,0,tidak
487293,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,antara 2-3x UMR,0.5337114186807402,ya,sebelum 2020,menikah,ada,10238,8000.0,keluarga,2,0,3,tidak
332683,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,universitas,antara 2-3x UMR,,ya,sebelum 2020,belum menikah,ada,10238,10000.0,keluarga,0,0,0,tidak
552861,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,antara 2-3x UMR,0.344829978720007,ya,sebelum 2020,belum menikah,ada,32765,,keluarga,6,1,2,tidak
718555,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.2759860406297467,tidak,sebelum 2020,belum menikah,ada,10238,12000.0,keluarga,0,0,0,ya
715348,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.6359540391347808,ya,sebelum 2020,menikah,ada,10238,10000.0,keluarga,5,2,3,tidak
50666,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.5029862773740448,ya,setelah 2020,menikah,ada,10238,8000.0,keluarga,6,1,4,tidak
310538,lebih dari 65 tahun,perempuan,antara 20-30 tahun,tidak ada,lebih dari 3x UMR,0.6547931661113645,ya,sebelum 2020,belum menikah,ada,32765,8000.0,keluarga,2,2,3,tidak
423856,antara 40-65 tahun,perempuan,kurang dari 10 tahun,tidak ada,antara 1-2x UMR,0.3272417923694733,ya,sebelum 2020,menikah,ada,10238,,keluarga,0,0,0,tidak
23989,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.3527397999517653,ya,sebelum 2020,belum menikah,ada,10238,12000.0,keluarga,0,0,0,ya
455221,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,antara 2-3x UMR,0.5840403247120649,tidak,sebelum 2020,menikah,ada,10238,13000.0,keluarga,1,0,2,ya
878806,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.3740046259142086,ya,sebelum 2020,belum menikah,tidak ada,10238,,keluarga,0,0,0,tidak
90159,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,,tidak,sebelum 2020,belum menikah,tidak ada,10238,19000.0,keluarga,0,0,0,ya
698383,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.5358475482846472,tidak,setelah 2020,menikah,tidak ada,10238,8000.0,keluarga,0,0,0,ya
