UMUR,PEKERJAAN,STATUS_PERKAWINAN,PENDIDIKAN,KREDIT_RUMAH,PINJAMAN,MENGHUBUNGI_DENGAN,LAMA_BICARA,JUMLAH_KONTAK_SEKARANG,JUMLAH_KONTAK_SEBELUMNYA,HASIL_SEBELUMNYA,DEPOSITO
35,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,70,1,1,gagal,belum
39,teknisi,menikah,lulus universitas,ya,tidak ada,HP,187,1,5,sukses,sukses
46,teknisi,menikah,lulus diploma,ya,tidak ada,HP,182,6,1,gagal,sukses
36,administrasi,menikah,lulus universitas,ya,tidak ada,HP,85,1,1,gagal,belum
29,buruh,menikah,tidak lulus SD,tidak,tidak ada,HP,658,1,1,gagal,sukses
31,pelayan,menikah,lulus SMP,tidak,tidak ada,HP,400,1,1,gagal,belum
47,buruh,cerai,lulus SMP,tidak,tidak ada,HP,16,8,2,gagal,belum
37,teknisi,menikah,lulus universitas,ya,tidak ada,HP,246,1,4,sukses,sukses
31,administrasi,lajang,lulus universitas,ya,tidak ada,telepon rumah,295,1,2,sukses,sukses
34,wiraswasta,menikah,lulus universitas,ya,tidak ada,HP,69,1,1,gagal,belum
29,administrasi,lajang,lulus universitas,ya,tidak ada,HP,378,3,1,sukses,belum
41,administrasi,cerai,lulus SMA,ya,tidak ada,HP,258,2,3,sukses,sukses
52,teknisi,menikah,lulus diploma,ya,ada,HP,211,1,1,gagal,sukses
47,buruh,menikah,tidak lulus SD,ya,tidak ada,HP,115,1,1,gagal,belum
33,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,130,1,1,sukses,sukses
36,buruh,menikah,lulus SD,tidak,tidak ada,HP,592,2,1,gagal,belum
37,wiraswasta,cerai,lulus SMA,tidak,tidak ada,HP,90,2,2,gagal,belum
47,buruh,lajang,tidak lulus SD,tidak,tidak ada,HP,343,4,1,gagal,belum
53,karyawan,cerai,lulus universitas,ya,tidak ada,HP,165,1,1,gagal,belum
43,buruh,menikah,lulus SMP,ya,tidak ada,HP,93,4,2,gagal,belum
54,administrasi,menikah,lulus universitas,ya,ada,HP,204,1,1,gagal,sukses
31,buruh,menikah,lulus SMP,ya,ada,HP,119,2,1,gagal,belum
35,PRT,cerai,lulus SMP,tidak,tidak ada,HP,60,1,1,gagal,belum
57,wiraswasta,menikah,lulus diploma,ya,tidak ada,telepon rumah,157,1,1,sukses,belum
41,karyawan,menikah,lulus universitas,tidak,tidak ada,HP,140,1,1,gagal,belum
38,buruh,menikah,lulus SD,tidak,ada,HP,148,2,2,sukses,belum
26,teknisi,lajang,lulus universitas,ya,tidak ada,HP,806,3,2,sukses,sukses
40,karyawan,menikah,lulus universitas,ya,tidak ada,HP,96,2,1,gagal,belum
46,freelance,menikah,lulus SMP,tidak,ada,HP,836,1,1,gagal,belum
43,buruh,menikah,lulus SMA,tidak,tidak ada,HP,997,1,1,gagal,sukses
48,freelance,menikah,lulus universitas,tidak,tidak ada,HP,135,1,3,sukses,belum
32,buruh,menikah,lulus SMP,ya,tidak ada,HP,188,1,1,gagal,belum
51,pelayan,cerai,lulus SD,tidak,ada,HP,122,1,1,gagal,belum
83,pensiunan,menikah,lulus universitas,tidak,tidak ada,telepon rumah,617,1,1,sukses,sukses
48,pengangguran,menikah,lulus universitas,ya,tidak ada,HP,279,1,2,gagal,sukses
46,administrasi,menikah,lulus SMA,tidak,tidak ada,HP,318,2,1,gagal,belum
30,mahasiswa,lajang,lulus diploma,tidak,tidak ada,HP,104,1,2,gagal,belum
33,administrasi,menikah,lulus SMP,ya,tidak ada,telepon rumah,147,2,1,gagal,belum
65,pensiunan,menikah,tidak lulus SD,tidak,tidak ada,HP,187,2,3,sukses,sukses
27,administrasi,lajang,lulus universitas,ya,ada,HP,242,1,2,sukses,belum
38,wiraswasta,menikah,lulus universitas,ya,tidak ada,HP,633,1,1,sukses,sukses
48,administrasi,menikah,lulus universitas,ya,tidak ada,HP,136,1,1,gagal,belum
51,buruh,menikah,lulus SD,ya,tidak ada,HP,211,1,1,gagal,belum
29,administrasi,cerai,lulus diploma,tidak,ada,HP,1435,3,1,gagal,belum
33,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,441,5,1,gagal,sukses
22,mahasiswa,lajang,lulus SMA,tidak,tidak ada,HP,369,3,1,sukses,sukses
29,administrasi,lajang,lulus SMA,ya,tidak ada,HP,292,1,1,sukses,sukses
29,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,479,1,1,gagal,belum
36,karyawan,menikah,lulus SMP,ya,tidak ada,HP,503,2,1,gagal,belum
24,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,744,1,2,gagal,sukses
59,administrasi,cerai,lulus universitas,ya,tidak ada,HP,416,1,1,gagal,belum
45,buruh,cerai,tidak lulus SD,ya,tidak ada,HP,190,1,1,gagal,belum
20,mahasiswa,lajang,tidak lulus SD,ya,ada,HP,278,4,1,sukses,sukses
31,pelayan,lajang,lulus SMA,ya,tidak ada,HP,66,1,1,gagal,belum
33,administrasi,menikah,lulus SMA,ya,tidak ada,HP,49,2,1,gagal,belum
32,buruh,menikah,lulus diploma,ya,tidak ada,HP,196,2,1,gagal,belum
31,freelance,lajang,lulus universitas,ya,tidak ada,HP,113,2,1,gagal,belum
29,buruh,menikah,lulus SMP,ya,ada,HP,133,1,1,gagal,belum
64,administrasi,menikah,lulus SMA,ya,tidak ada,HP,130,1,1,gagal,sukses
43,pelayan,menikah,lulus SD,tidak,tidak ada,HP,159,1,1,gagal,sukses
83,pensiunan,menikah,lulus universitas,ya,tidak ada,HP,178,1,2,sukses,sukses
35,pelayan,lajang,lulus SMA,tidak,tidak ada,HP,146,1,1,gagal,belum
38,pengangguran,lajang,lulus SMA,ya,tidak ada,HP,1002,3,1,sukses,belum
45,pensiunan,menikah,lulus SD,tidak,ada,HP,102,1,1,gagal,belum
37,buruh,menikah,tidak lulus SD,ya,tidak ada,HP,281,1,1,sukses,belum
35,buruh,menikah,lulus SMP,tidak,tidak ada,HP,25,6,1,gagal,belum
38,buruh,cerai,lulus SMA,ya,tidak ada,HP,158,1,1,gagal,belum
31,buruh,lajang,lulus SMP,tidak,tidak ada,HP,191,1,1,gagal,sukses
51,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,104,2,1,sukses,belum
54,pensiunan,cerai,lulus diploma,ya,tidak ada,telepon rumah,139,3,1,gagal,belum
53,karyawan,cerai,lulus universitas,ya,tidak ada,HP,348,6,2,gagal,belum
62,pensiunan,menikah,lulus universitas,ya,tidak ada,HP,208,1,6,sukses,sukses
31,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,127,3,1,gagal,belum
29,teknisi,lajang,lulus SMP,ya,tidak ada,HP,170,1,1,gagal,belum
60,administrasi,menikah,lulus universitas,ya,tidak ada,HP,324,3,1,sukses,sukses
46,administrasi,cerai,lulus universitas,ya,tidak ada,HP,201,6,1,gagal,belum
34,administrasi,menikah,lulus universitas,ya,tidak ada,HP,344,1,2,gagal,sukses
21,mahasiswa,lajang,lulus SMA,tidak,tidak ada,HP,97,2,1,gagal,belum
47,administrasi,cerai,lulus SMA,ya,tidak ada,HP,142,4,1,gagal,belum
47,teknisi,menikah,lulus diploma,tidak,tidak ada,HP,233,1,1,gagal,belum
45,teknisi,menikah,lulus universitas,tidak,tidak ada,HP,221,2,1,gagal,belum
24,karyawan,lajang,lulus universitas,ya,tidak ada,HP,676,2,1,gagal,sukses
37,administrasi,menikah,lulus SMA,ya,tidak ada,HP,439,2,1,gagal,belum
79,PRT,menikah,tidak lulus SD,tidak,tidak ada,HP,126,1,2,sukses,sukses
39,buruh,menikah,lulus SMP,tidak,ada,HP,343,3,1,gagal,belum
34,buruh,menikah,lulus SMP,ya,ada,HP,96,3,1,gagal,belum
37,pengangguran,lajang,lulus universitas,ya,ada,HP,314,1,2,sukses,sukses
57,pensiunan,menikah,lulus SD,tidak,tidak ada,HP,203,2,1,gagal,belum
23,buruh,lajang,lulus SMP,tidak,tidak ada,HP,159,1,1,gagal,belum
34,administrasi,menikah,lulus diploma,tidak,ada,telepon rumah,364,2,1,gagal,belum
32,administrasi,menikah,lulus universitas,tidak,tidak ada,telepon rumah,389,4,1,gagal,belum
48,buruh,menikah,lulus SMP,tidak,tidak ada,HP,296,1,3,gagal,sukses
76,pensiunan,menikah,tidak lulus SD,tidak,tidak ada,HP,122,4,1,gagal,belum
59,buruh,menikah,lulus SMP,tidak,tidak ada,telepon rumah,111,3,1,gagal,belum
56,buruh,menikah,lulus SMP,tidak,tidak ada,HP,50,1,1,gagal,belum
39,buruh,menikah,lulus SMP,tidak,ada,HP,124,3,2,gagal,belum
35,buruh,cerai,lulus SMA,tidak,ada,HP,159,2,1,gagal,belum
60,pensiunan,menikah,lulus universitas,tidak,tidak ada,HP,439,3,2,sukses,sukses
24,mahasiswa,lajang,lulus SMA,ya,tidak ada,HP,173,1,3,gagal,belum
36,administrasi,menikah,lulus SMA,ya,tidak ada,HP,284,2,1,gagal,belum
35,administrasi,menikah,lulus universitas,ya,tidak ada,HP,337,1,2,gagal,belum
31,buruh,lajang,lulus SMA,ya,tidak ada,HP,522,1,1,sukses,sukses
30,mahasiswa,lajang,lulus SMA,tidak,tidak ada,HP,200,1,1,gagal,belum
46,administrasi,menikah,lulus diploma,tidak,tidak ada,HP,609,1,1,gagal,belum
30,buruh,lajang,lulus SMP,ya,tidak ada,HP,623,1,1,sukses,sukses
43,karyawan,menikah,lulus SD,tidak,tidak ada,HP,945,1,1,gagal,sukses
29,buruh,menikah,lulus SMP,ya,ada,HP,419,1,1,gagal,belum
43,buruh,menikah,lulus SD,ya,tidak ada,HP,393,1,1,gagal,belum
33,buruh,lajang,lulus SMP,ya,tidak ada,HP,392,1,1,gagal,belum
50,PRT,cerai,lulus SMA,tidak,tidak ada,HP,136,2,1,gagal,belum
30,buruh,cerai,lulus SMA,tidak,tidak ada,HP,848,1,1,gagal,sukses
52,administrasi,cerai,lulus universitas,ya,tidak ada,HP,89,1,2,sukses,sukses
27,teknisi,lajang,lulus universitas,ya,tidak ada,HP,530,1,1,sukses,sukses
29,administrasi,menikah,lulus SMA,ya,tidak ada,HP,37,1,1,gagal,belum
58,freelance,menikah,lulus universitas,tidak,tidak ada,HP,326,4,3,sukses,sukses
36,buruh,menikah,lulus SMP,ya,tidak ada,telepon rumah,38,1,1,gagal,belum
42,administrasi,menikah,lulus SMP,tidak,tidak ada,telepon rumah,406,3,1,gagal,belum
42,administrasi,cerai,lulus SMA,tidak,tidak ada,HP,190,2,1,gagal,belum
41,administrasi,lajang,lulus SMA,tidak,tidak ada,HP,435,7,1,sukses,belum
36,buruh,menikah,lulus SMP,ya,tidak ada,telepon rumah,65,1,1,gagal,belum
35,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,194,1,2,sukses,sukses
27,mahasiswa,lajang,lulus SMA,tidak,tidak ada,HP,131,1,2,sukses,belum
26,administrasi,lajang,lulus universitas,ya,ada,HP,9,7,1,gagal,belum
36,pengangguran,cerai,lulus SMA,ya,ada,HP,68,1,1,gagal,belum
32,administrasi,menikah,lulus SMA,tidak,ada,HP,142,1,1,gagal,belum
43,buruh,menikah,tidak lulus SD,ya,tidak ada,HP,1182,1,1,gagal,sukses
42,freelance,menikah,lulus universitas,ya,tidak ada,HP,216,1,1,gagal,sukses
50,buruh,cerai,lulus diploma,ya,tidak ada,telepon rumah,301,2,2,sukses,sukses
33,buruh,menikah,lulus SMA,tidak,ada,HP,296,5,1,gagal,belum
50,karyawan,cerai,lulus universitas,tidak,tidak ada,telepon rumah,63,3,1,gagal,belum
44,administrasi,menikah,lulus SMP,ya,ada,HP,414,1,1,gagal,belum
46,pelayan,menikah,lulus SMA,ya,tidak ada,HP,182,1,1,gagal,belum
31,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,213,1,1,gagal,belum
33,pelayan,lajang,lulus SMA,tidak,tidak ada,HP,503,3,1,gagal,belum
38,pensiunan,cerai,lulus SMP,ya,tidak ada,HP,189,3,1,gagal,belum
34,teknisi,lajang,lulus diploma,ya,tidak ada,HP,1416,2,1,sukses,sukses
23,mahasiswa,lajang,lulus SMA,tidak,tidak ada,HP,370,1,1,gagal,sukses
44,teknisi,menikah,lulus SMA,ya,ada,HP,159,2,1,gagal,belum
33,administrasi,menikah,lulus SMA,ya,ada,HP,109,1,1,gagal,belum
62,wiraswasta,menikah,lulus SMP,ya,tidak ada,HP,366,2,1,sukses,belum
53,karyawan,menikah,lulus universitas,ya,tidak ada,HP,17,13,1,gagal,belum
46,buruh,menikah,lulus diploma,tidak,tidak ada,telepon rumah,151,3,1,gagal,belum
46,administrasi,menikah,lulus SMA,ya,ada,HP,396,1,2,sukses,sukses
31,administrasi,cerai,lulus universitas,ya,ada,HP,174,2,1,gagal,sukses
44,administrasi,cerai,lulus SMA,ya,tidak ada,HP,173,8,1,gagal,belum
41,administrasi,menikah,lulus SMA,ya,tidak ada,HP,181,1,1,gagal,belum
31,administrasi,cerai,lulus SMA,ya,tidak ada,HP,472,1,1,gagal,belum
38,administrasi,lajang,lulus SMA,tidak,tidak ada,HP,96,6,1,gagal,belum
46,teknisi,menikah,lulus diploma,ya,tidak ada,HP,163,2,1,gagal,belum
75,pensiunan,menikah,tidak lulus SD,tidak,tidak ada,HP,248,2,3,sukses,sukses
29,buruh,cerai,lulus SMP,ya,ada,HP,444,2,1,gagal,belum
32,buruh,lajang,lulus SMP,ya,tidak ada,telepon rumah,134,1,1,gagal,belum
38,buruh,menikah,lulus SMP,tidak,ada,telepon rumah,159,1,1,gagal,belum
34,teknisi,menikah,lulus SMP,ya,tidak ada,HP,66,1,1,gagal,belum
71,freelance,menikah,lulus universitas,ya,tidak ada,HP,78,2,1,sukses,belum
47,karyawan,menikah,lulus universitas,ya,tidak ada,HP,469,2,1,gagal,belum
35,buruh,menikah,lulus diploma,tidak,tidak ada,HP,317,2,1,gagal,belum
42,wiraswasta,menikah,lulus SD,ya,ada,HP,158,3,1,gagal,belum
39,buruh,menikah,lulus SMP,ya,tidak ada,HP,57,4,1,gagal,belum
26,karyawan,lajang,lulus universitas,ya,ada,HP,161,1,1,gagal,belum
31,buruh,lajang,lulus SMA,ya,tidak ada,HP,126,2,1,gagal,belum
54,freelance,menikah,lulus universitas,tidak,tidak ada,HP,9,3,1,gagal,belum
38,wiraswasta,menikah,lulus diploma,ya,ada,HP,278,2,1,gagal,belum
35,buruh,cerai,lulus SMA,tidak,tidak ada,HP,151,1,1,sukses,sukses
31,teknisi,lajang,lulus universitas,tidak,tidak ada,HP,629,1,1,gagal,sukses
37,teknisi,lajang,lulus universitas,tidak,tidak ada,HP,654,1,1,gagal,sukses
25,pelayan,lajang,lulus SMA,tidak,tidak ada,HP,566,1,1,gagal,belum
48,teknisi,menikah,lulus diploma,tidak,tidak ada,HP,95,1,1,gagal,belum
30,freelance,lajang,lulus universitas,ya,tidak ada,HP,331,1,1,gagal,sukses
42,pelayan,menikah,lulus diploma,ya,tidak ada,HP,103,2,1,gagal,belum
35,karyawan,menikah,lulus universitas,tidak,tidak ada,telepon rumah,986,1,3,gagal,belum
31,buruh,menikah,lulus diploma,ya,tidak ada,HP,303,3,1,gagal,belum
28,pelayan,lajang,lulus SMA,ya,tidak ada,HP,957,1,1,sukses,sukses
65,karyawan,menikah,lulus SMA,ya,tidak ada,HP,117,1,2,gagal,belum
29,administrasi,lajang,lulus universitas,ya,ada,HP,254,3,1,sukses,sukses
45,buruh,menikah,lulus SMP,tidak,tidak ada,HP,96,2,1,gagal,belum
38,teknisi,lajang,lulus diploma,ya,tidak ada,HP,284,3,1,sukses,sukses
52,wiraswasta,menikah,lulus SMA,ya,tidak ada,HP,69,1,1,gagal,belum
31,pengangguran,lajang,lulus universitas,ya,tidak ada,HP,180,1,1,sukses,sukses
49,pengangguran,menikah,lulus universitas,tidak,tidak ada,HP,171,1,1,gagal,belum
39,karyawan,menikah,lulus universitas,tidak,tidak ada,HP,71,1,1,gagal,belum
55,karyawan,menikah,lulus universitas,tidak,ada,HP,260,2,1,sukses,sukses
45,pelayan,menikah,lulus SD,tidak,tidak ada,HP,207,1,1,gagal,belum
28,buruh,lajang,lulus SMP,tidak,tidak ada,HP,137,3,1,gagal,belum
35,administrasi,lajang,lulus universitas,ya,tidak ada,HP,536,1,1,gagal,belum
52,pensiunan,menikah,tidak lulus SD,tidak,tidak ada,HP,204,1,1,gagal,belum
38,buruh,menikah,lulus SMP,tidak,tidak ada,HP,180,2,1,gagal,belum
37,administrasi,menikah,lulus SMP,ya,tidak ada,HP,304,7,1,gagal,belum
57,administrasi,menikah,lulus universitas,ya,tidak ada,HP,149,1,1,gagal,sukses
60,pensiunan,cerai,lulus diploma,ya,tidak ada,HP,968,1,2,gagal,sukses
23,mahasiswa,lajang,lulus diploma,tidak,tidak ada,HP,213,2,1,sukses,sukses
27,pelayan,lajang,lulus SMA,ya,tidak ada,HP,88,1,1,gagal,belum
27,administrasi,lajang,lulus SMA,ya,tidak ada,HP,340,1,1,gagal,belum
25,administrasi,menikah,lulus universitas,ya,tidak ada,HP,137,1,1,gagal,belum
43,pengangguran,menikah,lulus SMA,tidak,tidak ada,HP,319,4,2,sukses,belum
33,teknisi,menikah,lulus diploma,ya,tidak ada,HP,318,1,1,gagal,belum
60,administrasi,menikah,lulus diploma,ya,ada,HP,261,1,1,sukses,sukses
50,wiraswasta,menikah,lulus universitas,tidak,tidak ada,HP,408,1,1,gagal,belum
39,pengangguran,menikah,lulus diploma,ya,tidak ada,HP,483,1,1,gagal,belum
28,buruh,menikah,lulus diploma,ya,tidak ada,HP,573,7,1,gagal,belum
54,karyawan,menikah,lulus universitas,tidak,tidak ada,telepon rumah,107,1,1,sukses,belum
39,buruh,menikah,tidak lulus SD,tidak,tidak ada,HP,44,1,1,gagal,belum
40,teknisi,lajang,lulus universitas,tidak,tidak ada,HP,124,4,1,gagal,belum
35,pelayan,lajang,lulus SMA,tidak,ada,HP,184,1,1,gagal,belum
51,administrasi,menikah,tidak lulus SD,tidak,tidak ada,HP,142,1,1,gagal,belum
51,teknisi,menikah,lulus diploma,ya,tidak ada,HP,841,2,2,gagal,sukses
53,teknisi,cerai,lulus universitas,ya,tidak ada,HP,167,1,1,gagal,belum
44,pengangguran,menikah,lulus SMA,ya,tidak ada,HP,143,1,1,sukses,belum
30,buruh,lajang,lulus SD,tidak,tidak ada,HP,159,1,1,gagal,belum
38,buruh,menikah,tidak lulus SD,tidak,tidak ada,HP,161,1,1,gagal,belum
41,pelayan,menikah,lulus SMA,tidak,tidak ada,HP,319,2,1,gagal,belum
47,buruh,menikah,lulus SMP,tidak,tidak ada,HP,234,2,1,gagal,belum
52,buruh,menikah,tidak lulus SD,ya,tidak ada,HP,437,1,1,gagal,belum
32,teknisi,lajang,lulus universitas,tidak,tidak ada,HP,125,1,2,sukses,belum
50,wiraswasta,cerai,lulus universitas,ya,tidak ada,telepon rumah,898,7,2,sukses,sukses
29,teknisi,lajang,lulus universitas,tidak,tidak ada,telepon rumah,360,1,2,sukses,sukses
34,teknisi,lajang,lulus universitas,tidak,tidak ada,HP,162,2,1,gagal,belum
50,pelayan,cerai,lulus SMP,ya,tidak ada,HP,429,1,1,gagal,belum
51,administrasi,menikah,lulus universitas,ya,ada,HP,236,3,1,sukses,sukses
44,karyawan,menikah,lulus universitas,tidak,tidak ada,HP,175,2,2,gagal,sukses
37,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,106,1,2,gagal,belum
37,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,208,1,1,gagal,belum
30,administrasi,lajang,lulus universitas,tidak,ada,HP,102,1,1,gagal,belum
35,administrasi,cerai,lulus SMA,ya,ada,telepon rumah,82,2,1,gagal,belum
27,buruh,lajang,lulus SMP,tidak,tidak ada,HP,217,1,2,gagal,sukses
32,karyawan,lajang,lulus universitas,tidak,tidak ada,HP,257,2,1,sukses,sukses
29,karyawan,lajang,lulus universitas,tidak,tidak ada,HP,232,1,1,gagal,belum
41,buruh,menikah,lulus SMP,ya,tidak ada,HP,69,1,1,gagal,belum
39,buruh,menikah,lulus SMP,ya,tidak ada,HP,293,1,1,sukses,sukses
29,karyawan,lajang,lulus universitas,tidak,tidak ada,HP,94,1,2,gagal,belum
60,buruh,menikah,tidak lulus SD,ya,tidak ada,HP,272,2,2,sukses,sukses
34,pelayan,cerai,lulus SMA,ya,ada,HP,303,1,1,gagal,belum
37,administrasi,menikah,lulus diploma,tidak,tidak ada,HP,73,4,1,gagal,belum
39,pelayan,cerai,lulus SMA,ya,tidak ada,HP,222,3,1,gagal,belum
26,mahasiswa,lajang,lulus SMP,ya,tidak ada,HP,182,1,1,sukses,sukses
40,karyawan,lajang,lulus universitas,tidak,ada,HP,217,1,1,gagal,belum
40,karyawan,menikah,lulus universitas,tidak,tidak ada,HP,234,5,1,gagal,belum
49,pengangguran,menikah,lulus SD,tidak,tidak ada,HP,68,5,1,gagal,belum
39,karyawan,menikah,lulus universitas,tidak,tidak ada,HP,168,1,1,gagal,belum
40,administrasi,menikah,lulus SMA,tidak,tidak ada,HP,524,3,1,gagal,sukses
31,administrasi,lajang,lulus SMA,tidak,tidak ada,HP,325,1,1,gagal,belum
31,teknisi,lajang,lulus universitas,ya,tidak ada,telepon rumah,426,1,2,sukses,sukses
40,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,246,1,1,sukses,belum
57,PRT,menikah,tidak lulus SD,tidak,tidak ada,HP,224,2,1,sukses,sukses
61,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,263,1,1,gagal,belum
30,buruh,lajang,lulus SMP,tidak,tidak ada,HP,88,2,1,gagal,belum
46,buruh,menikah,lulus SMP,ya,tidak ada,HP,65,1,1,gagal,belum
37,administrasi,lajang,lulus SMA,tidak,tidak ada,telepon rumah,494,4,3,gagal,belum
34,pengangguran,menikah,lulus SMP,ya,tidak ada,HP,71,1,1,gagal,belum
32,buruh,lajang,lulus SMA,tidak,tidak ada,HP,197,1,1,gagal,belum
52,teknisi,menikah,lulus universitas,ya,tidak ada,telepon rumah,6,1,1,gagal,belum
30,karyawan,menikah,lulus universitas,ya,tidak ada,HP,242,4,1,gagal,belum
36,teknisi,menikah,lulus SMA,tidak,tidak ada,HP,91,2,1,gagal,belum
49,administrasi,lajang,lulus SMA,ya,tidak ada,telepon rumah,434,1,1,gagal,sukses
29,pelayan,lajang,lulus SMA,tidak,tidak ada,HP,725,2,1,sukses,sukses
46,pelayan,menikah,lulus SMA,ya,tidak ada,HP,6,1,1,gagal,belum
34,pelayan,menikah,lulus SMA,ya,tidak ada,HP,320,3,1,gagal,belum
35,pengangguran,menikah,lulus SMA,ya,tidak ada,telepon rumah,43,1,2,gagal,belum
28,buruh,menikah,lulus SMP,ya,tidak ada,HP,326,1,1,sukses,belum
33,wiraswasta,menikah,lulus SMA,tidak,tidak ada,HP,143,2,1,gagal,belum
41,buruh,menikah,tidak lulus SD,tidak,ada,HP,17,3,2,gagal,belum
44,teknisi,menikah,lulus SMA,tidak,tidak ada,HP,174,5,1,gagal,belum
30,administrasi,lajang,lulus universitas,ya,tidak ada,HP,60,1,1,gagal,belum
55,pensiunan,menikah,lulus SMA,ya,tidak ada,HP,87,2,1,gagal,belum
57,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,182,1,2,sukses,sukses
31,teknisi,cerai,lulus universitas,tidak,tidak ada,HP,175,3,3,sukses,sukses
36,karyawan,menikah,lulus universitas,tidak,tidak ada,HP,148,1,2,gagal,sukses
58,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,272,4,1,sukses,sukses
55,teknisi,menikah,lulus diploma,tidak,ada,HP,543,3,1,gagal,belum
41,administrasi,lajang,lulus SMA,tidak,tidak ada,HP,143,3,1,gagal,belum
37,administrasi,cerai,lulus universitas,ya,tidak ada,HP,31,7,1,gagal,belum
50,karyawan,menikah,lulus universitas,tidak,tidak ada,HP,718,4,3,gagal,belum
54,administrasi,cerai,lulus diploma,ya,tidak ada,HP,81,1,1,gagal,belum
55,pensiunan,menikah,lulus SMA,ya,tidak ada,HP,136,3,1,sukses,belum
36,pelayan,menikah,lulus universitas,tidak,ada,HP,255,2,1,sukses,sukses
34,administrasi,lajang,lulus SMA,ya,tidak ada,HP,183,1,1,gagal,belum
28,teknisi,lajang,lulus diploma,ya,tidak ada,telepon rumah,185,1,1,gagal,belum
55,karyawan,menikah,lulus universitas,ya,tidak ada,HP,90,1,1,gagal,belum
34,pelayan,menikah,lulus SMP,tidak,tidak ada,HP,218,2,1,sukses,belum
37,buruh,menikah,lulus SD,ya,tidak ada,HP,1138,2,1,gagal,sukses
32,wiraswasta,lajang,lulus universitas,tidak,ada,HP,67,1,1,gagal,belum
42,buruh,cerai,lulus SMA,ya,tidak ada,HP,175,1,1,gagal,belum
35,pengangguran,menikah,lulus diploma,ya,tidak ada,HP,315,1,1,sukses,sukses
37,administrasi,menikah,lulus SMP,ya,tidak ada,HP,272,2,1,gagal,belum
29,teknisi,lajang,lulus diploma,tidak,tidak ada,HP,96,2,1,sukses,belum
33,karyawan,menikah,lulus universitas,tidak,tidak ada,HP,364,1,1,gagal,belum
34,teknisi,lajang,lulus SMP,tidak,tidak ada,telepon rumah,23,1,1,gagal,belum
55,administrasi,cerai,lulus SMA,ya,tidak ada,HP,244,2,3,sukses,sukses
54,karyawan,cerai,lulus universitas,ya,tidak ada,HP,234,2,1,sukses,sukses
33,freelance,lajang,lulus diploma,ya,ada,telepon rumah,193,1,1,gagal,belum
33,buruh,lajang,lulus SMP,ya,ada,HP,468,2,1,gagal,belum
28,mahasiswa,lajang,lulus SMP,tidak,tidak ada,telepon rumah,199,2,2,sukses,belum
34,administrasi,menikah,lulus diploma,ya,tidak ada,HP,562,3,1,gagal,sukses
32,karyawan,lajang,lulus universitas,ya,tidak ada,HP,78,2,1,gagal,belum
53,buruh,menikah,tidak lulus SD,tidak,tidak ada,HP,122,3,1,gagal,belum
56,pensiunan,cerai,lulus universitas,ya,tidak ada,HP,164,1,1,sukses,belum
26,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,196,1,3,gagal,sukses
39,wiraswasta,menikah,lulus SMA,tidak,tidak ada,HP,484,1,2,gagal,belum
35,administrasi,lajang,lulus universitas,ya,tidak ada,HP,20,8,1,sukses,belum
48,buruh,menikah,lulus SMP,tidak,tidak ada,HP,309,1,1,sukses,sukses
29,teknisi,menikah,lulus diploma,ya,tidak ada,HP,319,1,2,sukses,sukses
28,buruh,menikah,lulus SD,tidak,tidak ada,HP,68,2,1,gagal,belum
27,mahasiswa,lajang,lulus universitas,tidak,tidak ada,HP,253,1,1,gagal,belum
37,buruh,menikah,lulus SD,tidak,tidak ada,HP,253,2,1,gagal,belum
59,teknisi,menikah,lulus diploma,ya,tidak ada,HP,457,2,1,sukses,sukses
56,buruh,menikah,tidak lulus SD,ya,tidak ada,HP,280,3,1,sukses,sukses
46,administrasi,menikah,lulus SMA,ya,ada,HP,128,2,2,sukses,belum
39,buruh,lajang,lulus SD,ya,tidak ada,HP,357,1,2,gagal,belum
32,administrasi,lajang,lulus universitas,ya,ada,HP,109,5,1,sukses,belum
26,mahasiswa,lajang,lulus SMA,tidak,tidak ada,HP,716,3,1,gagal,sukses
37,teknisi,lajang,lulus diploma,ya,tidak ada,HP,347,1,1,gagal,belum
46,buruh,menikah,lulus SMP,ya,tidak ada,HP,187,1,1,gagal,belum
43,karyawan,menikah,lulus universitas,ya,ada,HP,1084,1,1,gagal,sukses
37,karyawan,menikah,lulus universitas,ya,tidak ada,HP,140,1,1,gagal,belum
55,administrasi,cerai,lulus SMA,ya,tidak ada,HP,179,1,1,gagal,belum
